brand,logo_url,brand_id,category
TORY BURCH,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230706/e74d279b7410471fbdf77e38fae861c4.png?x-oss-process=image/format,webp/resize,w_63,h_63",e74d279b7410471fbdf77e38fae861c4,clothes
UNDEFEATED,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte16826byte_6d7166e0081d6b42619e54ca06900406_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte16826byte_6d7166e0081d6b42619e54ca06900406,clothes
Under Armour,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte21646byte_0bd049d8c27c8509f3166d68a388dfe9_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte21646byte_0bd049d8c27c8509f3166d68a388dfe9,clothes
UNIQLO,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte22384byte_3363df740785c4f46ff7e9e60732d44c_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte22384byte_3363df740785c4f46ff7e9e60732d44c,clothes
Valentino,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte6539byte_e4149003f97f80144faad2b7072c156c_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte6539byte_e4149003f97f80144faad2b7072c156c,clothes
Vans,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte9507byte_49aaeb534cecab574949cf34b43da3a5_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte9507byte_49aaeb534cecab574949cf34b43da3a5,clothes
VERSACE,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte17169byte_7a363914e3e65ddcab341f2088451861_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte17169byte_7a363914e3e65ddcab341f2088451861,clothes
VERSACE JEANS COUTURE,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230707/4cf3d80f0c6f45a889037a9f658b0602.png?x-oss-process=image/format,webp/resize,w_63,h_63",4cf3d80f0c6f45a889037a9f658b0602,clothes
Vivienne Westwood,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230104/47f8cc85ec8f44ddb9e71273b0c451ee.png?x-oss-process=image/format,webp/resize,w_63,h_63",47f8cc85ec8f44ddb9e71273b0c451ee,clothes
VLONE,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte38175byte_da7a862bd765220eb9bb00efbf5cfab3_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte38175byte_da7a862bd765220eb9bb00efbf5cfab3,clothes
Wilson,"https://cdn-img.thepoizon.ru/source-img/brand-img//7e15de2e1b8f49b9a7d4b728331dd55d-10194.png?x-oss-process=image/format,webp/resize,w_63,h_63",7e15de2e1b8f49b9a7d4b728331dd55d-10194,clothes
Y-3,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte29394byte_2f32b853acb651e2831f8797fe29fbfa_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte29394byte_2f32b853acb651e2831f8797fe29fbfa,clothes
YONEX,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230706/410bf4e689814d5e8d7939691d7faf79.png?x-oss-process=image/format,webp/resize,w_63,h_63",410bf4e689814d5e8d7939691d7faf79,clothes
1017 ALYX 9SM,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230707/d73b615eacc5426588023217cb660ab1.png?x-oss-process=image/format,webp/resize,w_63,h_63",d73b615eacc5426588023217cb660ab1,clothes
